"","year","id","wrkstat","evwork","PRESTG10","natcrime","health","abhlth","fear","fepresch","fammhneg","safehlth","trdunion","physhlth","mntlhlth","hlthdays","hyperten","arthrtis","diabetes","depress","misswork","hlthphys","hlthmntl","abinspay","inteduc","savejobs","spschool","hlthcare","prvdschl","strngun","conschls","immcrime","crimlose","ballot","hlthstrt","rhlthend","yr_bal_id"
"4739",2016,2201,"retired","yes",47,"TOO LITTLE",NA,NA,NA,"STRONGLY DISAGREE",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","neither","SPEND SAME","PROB SHOULD NOT BE","Non-profit organizations/charities/cooperatives",NA,NA,NA,NA,"BALLOT B",NA,NA,"2016BALLOT B2201"
"4740",2016,2202,"WORKING PARTTIME",NA,33,NA,NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neither",NA,NA,NA,"BALLOT B","excellent","excellent","2016BALLOT B2202"
"4741",2016,2203,"retired","yes",46,"TOO LITTLE","good","yes","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","STRONGLY IN FAVOR","SPEND MORE","PROBAB SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A",NA,NA,"2016BALLOT A2203"
"4742",2016,2204,"KEEPING HOUSE","yes",49,NA,"fair","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STRONGLY AGREE",NA,NA,NA,"BALLOT C","fair","fair","2016BALLOT C2204"
"4743",2016,2205,"WORKING FULLTIME",NA,31,"ABOUT RIGHT",NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","neither","SPEND SAME","PROB SHOULD NOT BE","Government",NA,NA,NA,NA,"BALLOT B",NA,NA,"2016BALLOT B2205"
"4744",2016,2206,"UNEMPL, LAID OFF",NA,35,NA,"fair","no","no","STRONGLY DISAGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","neither","SPEND MUCH MORE","PROBAB SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A","good","good","2016BALLOT A2206"
"4745",2016,2207,"WORKING FULLTIME",NA,53,NA,NA,NA,NA,"STRONGLY DISAGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STRONGLY DISAGREE",NA,NA,NA,"BALLOT B","excellent","excellent","2016BALLOT B2207"
"4746",2016,2208,"retired","yes",37,"TOO LITTLE",NA,NA,NA,"disagree",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","IN FAVOR","SPEND MUCH LESS","PROBAB SHOULD BE","Private companies/for-profit organizations",NA,NA,NA,NA,"BALLOT B",NA,NA,"2016BALLOT B2208"
"4747",2016,2209,"KEEPING HOUSE","yes",28,"TOO LITTLE","fair","yes","yes",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neither",NA,NA,NA,"BALLOT C",NA,NA,"2016BALLOT C2209"
"4748",2016,2210,"retired","yes",47,"TOO LITTLE","excellent","yes","no","STRONGLY DISAGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","IN FAVOR","SPEND MORE","PROBAB SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A",NA,NA,"2016BALLOT A2210"
"4749",2016,2211,"retired","yes",64,NA,"good","yes","no",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neither",NA,NA,NA,"BALLOT C","good","good","2016BALLOT C2211"
"4750",2016,2212,"WORKING FULLTIME",NA,39,"TOO LITTLE",NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all interested","neither","SPEND SAME","DEFIN SHOULD BE","Government",NA,NA,NA,NA,"BALLOT B",NA,NA,"2016BALLOT B2212"
"4751",2016,2213,"retired","yes",NA,NA,"fair",NA,"yes","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","STRONGLY IN FAVOR","SPEND MORE","PROBAB SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A","fair","good","2016BALLOT A2213"
"4752",2016,2214,"WORKING FULLTIME",NA,27,"ABOUT RIGHT","good","yes","yes",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neither",NA,NA,NA,"BALLOT C",NA,NA,"2016BALLOT C2214"
"4753",2016,2215,"KEEPING HOUSE","yes",28,NA,NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STRONGLY AGREE",NA,NA,NA,"BALLOT B","good","fair","2016BALLOT B2215"
"4754",2016,2216,"KEEPING HOUSE","yes",47,"TOO LITTLE","good","yes","no","STRONGLY DISAGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","IN FAVOR","SPEND MORE","DEFIN SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A",NA,NA,"2016BALLOT A2216"
"4755",2016,2217,"KEEPING HOUSE","yes",31,"TOO LITTLE",NA,NA,NA,"agree",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","neither","SPEND MORE","PROBAB SHOULD BE","Family, relatives or friends",NA,NA,NA,NA,"BALLOT B",NA,NA,"2016BALLOT B2217"
"4756",2016,2218,"WORKING FULLTIME",NA,33,NA,"poor","yes","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","IN FAVOR","SPEND MORE","DEFIN SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A","excellent","good","2016BALLOT A2218"
"4757",2016,2219,"KEEPING HOUSE","yes",50,"ABOUT RIGHT",NA,NA,NA,"disagree",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","neither","SPEND MORE","PROBAB SHOULD BE","Government",NA,NA,NA,NA,"BALLOT B",NA,NA,"2016BALLOT B2219"
"4758",2016,2220,"other","no",NA,NA,"good","yes","yes","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all interested","STRONGLY IN FAVOR","SPEND MUCH MORE","DEFIN SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A","good","good","2016BALLOT A2220"
"4759",2016,2221,"WORKING PARTTIME",NA,48,"ABOUT RIGHT","good","yes","yes",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,NA,NA,"BALLOT C",NA,NA,"2016BALLOT C2221"
"4760",2016,2222,"WORKING FULLTIME",NA,58,"TOO LITTLE","good","no","yes","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","IN FAVOR","SPEND MORE","PROBAB SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A",NA,NA,"2016BALLOT A2222"
"4761",2016,2223,"retired","yes",73,NA,"fair","yes","no",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agree",NA,NA,NA,"BALLOT C","fair","fair","2016BALLOT C2223"
"4762",2016,2224,"WORKING PARTTIME",NA,37,"TOO MUCH",NA,NA,NA,"disagree",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","neither","SPEND MORE","DEFIN SHOULD BE","Government",NA,NA,NA,NA,"BALLOT B",NA,NA,"2016BALLOT B2224"
"4763",2016,2225,"school","yes",32,"TOO LITTLE","good","no","yes","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","IN FAVOR","SPEND MORE","DEFIN SHOULD BE","Family, relatives or friends",NA,NA,NA,NA,"BALLOT A",NA,NA,"2016BALLOT A2225"
"4764",2016,2226,"retired","yes",58,NA,"excellent","yes","no",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agree",NA,NA,NA,"BALLOT C","excellent","excellent","2016BALLOT C2226"
"4765",2016,2227,"retired","yes",35,NA,"good","yes","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","STRONGLY IN FAVOR","SPEND MUCH MORE","PROB SHOULD NOT BE","Government",NA,NA,NA,NA,"BALLOT A","excellent","good","2016BALLOT A2227"
"4766",2016,2228,"retired","yes",44,NA,NA,NA,NA,"agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,NA,NA,"BALLOT B","excellent","fair","2016BALLOT B2228"
"4767",2016,2229,"WORKING FULLTIME",NA,50,"TOO LITTLE","good","yes","yes","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","STRONGLY IN FAVOR","SPEND MUCH MORE","DEFIN SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A",NA,NA,"2016BALLOT A2229"
"4768",2016,2230,"TEMP NOT WORKING",NA,33,NA,"good","yes","no",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,NA,NA,"BALLOT C","excellent","good","2016BALLOT C2230"
"4769",2016,2231,"WORKING FULLTIME",NA,63,"ABOUT RIGHT",NA,NA,NA,"disagree",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","neither","SPEND MORE","PROB SHOULD NOT BE","Government",NA,NA,NA,NA,"BALLOT B",NA,NA,"2016BALLOT B2231"
"4770",2016,2232,"WORKING FULLTIME",NA,48,NA,NA,NA,NA,"agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agree",NA,NA,NA,"BALLOT B","good","good","2016BALLOT B2232"
"4771",2016,2233,"other","yes",32,NA,"poor","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C","good","good","2016BALLOT C2233"
"4772",2016,2234,"WORKING FULLTIME",NA,37,NA,"excellent","yes","yes","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","IN FAVOR","SPEND MUCH MORE","PROB SHOULD NOT BE","Non-profit organizations/charities/cooperatives",NA,NA,NA,NA,"BALLOT A","excellent","excellent","2016BALLOT A2234"
"4773",2016,2235,"UNEMPL, LAID OFF",NA,NA,"ABOUT RIGHT","good","no","no",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STRONGLY AGREE",NA,NA,NA,"BALLOT C",NA,NA,"2016BALLOT C2235"
"4774",2016,2236,"KEEPING HOUSE","yes",25,NA,"poor","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STRONGLY AGREE",NA,NA,NA,"BALLOT C","good","good","2016BALLOT C2236"
"4775",2016,2237,"WORKING PARTTIME",NA,21,"TOO MUCH",NA,NA,NA,"disagree",NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","IN FAVOR","SPEND MUCH MORE","PROB SHOULD NOT BE","Government",NA,NA,NA,NA,"BALLOT B",NA,NA,"2016BALLOT B2237"
"4776",2016,2238,"WORKING PARTTIME",NA,22,"TOO LITTLE","excellent","no","yes",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,NA,NA,"BALLOT C",NA,NA,"2016BALLOT C2238"
"4777",2016,2239,"WORKING FULLTIME",NA,42,NA,NA,NA,NA,"STRONGLY AGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agree",NA,NA,NA,"BALLOT B","excellent","excellent","2016BALLOT B2239"
"4778",2016,2240,"WORKING FULLTIME",NA,60,NA,"good","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agree",NA,NA,NA,"BALLOT C","excellent","good","2016BALLOT C2240"
"4779",2016,2241,"WORKING FULLTIME",NA,35,"ABOUT RIGHT",NA,NA,NA,"agree",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","IN FAVOR","SPEND MORE","DEFIN SHOULD BE","Government",NA,NA,NA,NA,"BALLOT B",NA,NA,"2016BALLOT B2241"
"4780",2016,2242,"retired","yes",47,"TOO LITTLE",NA,NA,NA,"disagree",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","IN FAVOR","SPEND MUCH MORE","DEFIN SHOULD BE","Family, relatives or friends",NA,NA,NA,NA,"BALLOT B",NA,NA,"2016BALLOT B2242"
"4781",2016,2243,"WORKING FULLTIME",NA,NA,NA,"excellent",NA,"no",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agree",NA,NA,NA,"BALLOT C","good","excellent","2016BALLOT C2243"
"4782",2016,2244,"UNEMPL, LAID OFF",NA,53,NA,NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STRONGLY DISAGREE",NA,NA,NA,"BALLOT B","good","excellent","2016BALLOT B2244"
"4783",2016,2245,"WORKING PARTTIME",NA,45,"TOO LITTLE","good","yes","yes","agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","neither","SPEND MORE","DEFIN SHOULD NOT BE","Family, relatives or friends",NA,NA,NA,NA,"BALLOT A",NA,NA,"2016BALLOT A2245"
"4784",2016,2246,"WORKING PARTTIME",NA,25,"TOO LITTLE",NA,NA,NA,"STRONGLY DISAGREE",NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","IN FAVOR","SPEND MUCH MORE","DEFIN SHOULD BE","Family, relatives or friends",NA,NA,NA,NA,"BALLOT B",NA,NA,"2016BALLOT B2246"
"4785",2016,2247,"WORKING FULLTIME",NA,25,"ABOUT RIGHT","good","no","no",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STRONGLY AGREE",NA,NA,NA,"BALLOT C",NA,NA,"2016BALLOT C2247"
"4786",2016,2248,"WORKING PARTTIME",NA,25,NA,NA,NA,NA,"agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,NA,NA,"BALLOT B","good",NA,"2016BALLOT B2248"
"4787",2016,2249,"retired","yes",44,"TOO MUCH",NA,NA,NA,"STRONGLY AGREE",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","IN FAVOR","SPEND MUCH MORE","DEFIN SHOULD BE","Family, relatives or friends",NA,NA,NA,NA,"BALLOT B",NA,NA,"2016BALLOT B2249"
"4788",2016,2250,"other","yes",39,"ABOUT RIGHT","good","yes","no",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STRONGLY AGREE",NA,NA,NA,"BALLOT C",NA,NA,"2016BALLOT C2250"
"4789",2016,2251,"WORKING FULLTIME",NA,47,NA,NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STRONGLY AGREE",NA,NA,NA,"BALLOT B","good","good","2016BALLOT B2251"
"4790",2016,2252,"KEEPING HOUSE","no",NA,"TOO LITTLE",NA,NA,NA,"disagree",NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","neither","SPEND MUCH MORE","DEFIN SHOULD BE","Government",NA,NA,NA,NA,"BALLOT B",NA,NA,"2016BALLOT B2252"
"4791",2016,2253,"UNEMPL, LAID OFF",NA,34,"TOO LITTLE","fair","yes","yes",NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neither",NA,NA,NA,"BALLOT C",NA,NA,"2016BALLOT C2253"
"4792",2016,2254,"retired","no",NA,NA,"fair","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STRONGLY DISAGREE",NA,NA,NA,"BALLOT C","good","good","2016BALLOT C2254"
"4793",2016,2255,"WORKING FULLTIME",NA,48,"ABOUT RIGHT",NA,NA,NA,"agree",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","IN FAVOR","SPEND MUCH MORE","DEFIN SHOULD BE","Government",NA,NA,NA,NA,"BALLOT B",NA,NA,"2016BALLOT B2255"
"4794",2016,2256,"retired","yes",25,NA,"fair","yes","yes","STRONGLY DISAGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all interested","STRONGLY IN FAVOR","SPEND MORE","DEFIN SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A","good","fair","2016BALLOT A2256"
"4795",2016,2257,"KEEPING HOUSE","yes",24,NA,NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STRONGLY AGREE",NA,NA,NA,"BALLOT B","fair","good","2016BALLOT B2257"
"4796",2016,2258,"WORKING PARTTIME",NA,16,"TOO LITTLE","excellent","yes","no","STRONGLY AGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","STRONGLY IN FAVOR","SPEND SAME","DEFIN SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A",NA,NA,"2016BALLOT A2258"
"4797",2016,2259,"WORKING FULLTIME",NA,37,NA,"fair",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agree",NA,NA,NA,"BALLOT C","good","good","2016BALLOT C2259"
"4798",2016,2260,"KEEPING HOUSE","yes",47,NA,NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agree",NA,NA,NA,"BALLOT B","good","excellent","2016BALLOT B2260"
"4799",2016,2261,"KEEPING HOUSE","yes",64,"TOO LITTLE",NA,NA,NA,"STRONGLY DISAGREE",NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all interested","IN FAVOR","SPEND MORE","PROBAB SHOULD BE","Government",NA,NA,NA,NA,"BALLOT B",NA,NA,"2016BALLOT B2261"
"4800",2016,2262,"other","yes",27,NA,"poor","yes","no","STRONGLY AGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all interested","neither","SPEND MUCH MORE","PROBAB SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A","good","fair","2016BALLOT A2262"
"4801",2016,2263,"WORKING FULLTIME",NA,34,NA,NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neither",NA,NA,NA,"BALLOT B","good","excellent","2016BALLOT B2263"
"4802",2016,2264,"WORKING FULLTIME",NA,64,NA,"good","yes","yes",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STRONGLY AGREE",NA,NA,NA,"BALLOT C","good","good","2016BALLOT C2264"
"4803",2016,2265,"WORKING FULLTIME",NA,36,NA,"excellent","yes","no","agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","IN FAVOR","SPEND MUCH MORE","DEFIN SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A","excellent","excellent","2016BALLOT A2265"
"4804",2016,2266,"retired","yes",35,"ABOUT RIGHT","fair","yes","yes",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,NA,NA,"BALLOT C",NA,NA,"2016BALLOT C2266"
"4805",2016,2267,"school","no",NA,NA,NA,NA,NA,"agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agree",NA,NA,NA,"BALLOT B","excellent","excellent","2016BALLOT B2267"
"4806",2016,2268,"WORKING FULLTIME",NA,64,NA,"good",NA,"no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","neither","SPEND SAME","PROBAB SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A","excellent","excellent","2016BALLOT A2268"
"4807",2016,2269,"retired","yes",55,"TOO LITTLE","fair","yes","no",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,NA,NA,"BALLOT C",NA,NA,"2016BALLOT C2269"
"4808",2016,2270,"KEEPING HOUSE","yes",48,NA,"good",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C","excellent","excellent","2016BALLOT C2270"
"4809",2016,2271,"retired","yes",44,NA,"fair","yes","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","IN FAVOR","SPEND MORE","DEFIN SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A","fair","fair","2016BALLOT A2271"
"4810",2016,2272,"WORKING FULLTIME",NA,55,"ABOUT RIGHT","good","yes","no","STRONGLY DISAGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","against","SPEND MUCH MORE","PROB SHOULD NOT BE","Government",NA,NA,NA,NA,"BALLOT A",NA,NA,"2016BALLOT A2272"
"4811",2016,2273,"KEEPING HOUSE","yes",34,"ABOUT RIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","IN FAVOR",NA,NA,NA,NA,NA,NA,NA,"BALLOT B",NA,NA,"2016BALLOT B2273"
"4812",2016,2274,"WORKING FULLTIME",NA,49,NA,"fair","no","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","IN FAVOR","SPEND MORE","PROBAB SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A","excellent","excellent","2016BALLOT A2274"
"4813",2016,2275,"WORKING FULLTIME",NA,32,NA,"good","yes","no",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neither",NA,NA,NA,"BALLOT C","excellent","excellent","2016BALLOT C2275"
"4814",2016,2276,"WORKING FULLTIME",NA,24,"TOO MUCH",NA,NA,NA,"disagree",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","IN FAVOR","SPEND MORE","DEFIN SHOULD BE","Government",NA,NA,NA,NA,"BALLOT B",NA,NA,"2016BALLOT B2276"
"4815",2016,2277,"WORKING FULLTIME",NA,53,NA,"good","no","yes","STRONGLY DISAGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","IN FAVOR","SPEND MUCH MORE","PROBAB SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A","excellent","excellent","2016BALLOT A2277"
"4816",2016,2278,"WORKING FULLTIME",NA,42,NA,NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STRONGLY DISAGREE",NA,NA,NA,"BALLOT B","good",NA,"2016BALLOT B2278"
"4817",2016,2279,"retired","yes",64,NA,"fair","yes","no","STRONGLY DISAGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","against","SPEND SAME","PROB SHOULD NOT BE","Government",NA,NA,NA,NA,"BALLOT A","excellent","good","2016BALLOT A2279"
"4818",2016,2280,"WORKING FULLTIME",NA,50,"TOO LITTLE","fair","yes","no",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,NA,NA,"BALLOT C",NA,NA,"2016BALLOT C2280"
"4819",2016,2281,"WORKING FULLTIME",NA,25,"TOO LITTLE","good","yes","no","STRONGLY DISAGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","IN FAVOR","SPEND MORE","DEFIN SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A",NA,NA,"2016BALLOT A2281"
"4820",2016,2282,"WORKING PARTTIME",NA,35,"ABOUT RIGHT",NA,NA,NA,"agree",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","STRONGLY IN FAVOR","SPEND MUCH MORE","DEFIN SHOULD BE","Government",NA,NA,NA,NA,"BALLOT B",NA,NA,"2016BALLOT B2282"
"4821",2016,2283,"UNEMPL, LAID OFF",NA,25,NA,"fair","yes","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","IN FAVOR","SPEND MUCH MORE","DEFIN SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A","excellent","good","2016BALLOT A2283"
"4822",2016,2284,"WORKING FULLTIME",NA,47,"ABOUT RIGHT","excellent","yes","no",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,NA,NA,"BALLOT C",NA,NA,"2016BALLOT C2284"
"4823",2016,2285,"KEEPING HOUSE","yes",24,"TOO LITTLE","fair","no","yes","STRONGLY DISAGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested","STRONGLY IN FAVOR","SPEND MUCH MORE","DEFIN SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A",NA,NA,"2016BALLOT A2285"
"4824",2016,2286,"other","yes",49,"TOO LITTLE",NA,NA,NA,"disagree",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","IN FAVOR","SPEND MUCH MORE","PROBAB SHOULD BE","Government",NA,NA,NA,NA,"BALLOT B",NA,NA,"2016BALLOT B2286"
"4825",2016,2287,"WORKING PARTTIME",NA,33,NA,"fair","yes","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested","neither","SPEND MUCH MORE","PROBAB SHOULD BE","Government",NA,NA,NA,NA,"BALLOT A","excellent","good","2016BALLOT A2287"
