ncessch,state,lat,lon,cbsa,school_year,cbsatype,cnty,nmcnty
410002000765,OR,44.830481,-122.787011,41420,2017-2018,1,41047,Marion County
410002000833,OR,44.801651,-122.793412,41420,2017-2018,1,41047,Marion County
410002000834,OR,44.810749,-122.80375400000001,41420,2017-2018,1,41047,Marion County
410002000854,OR,44.803194000000005,-122.801151,41420,2017-2018,1,41047,Marion County
410002101166,OR,45.176300000000005,-121.07928500000001,45520,2017-2018,2,41065,Wasco County
410002101167,OR,45.177362,-121.08136300000001,45520,2017-2018,2,41065,Wasco County
410002300209,OR,45.512059,-122.89054800000001,38900,2017-2018,1,41067,Washington County
410002301168,OR,45.577003000000005,-122.92401100000001,38900,2017-2018,1,41067,Washington County
410002301169,OR,45.515267,-122.942254,38900,2017-2018,1,41067,Washington County
410002301171,OR,45.523611,-122.95989,38900,2017-2018,1,41067,Washington County
410002301172,OR,45.530571,-122.99547000000001,38900,2017-2018,1,41067,Washington County
410002301173,OR,45.53378,-122.97194400000001,38900,2017-2018,1,41067,Washington County
410002301175,OR,45.511994,-122.95656600000001,38900,2017-2018,1,41067,Washington County
410002301199,OR,45.487117000000005,-122.88689500000001,38900,2017-2018,1,41067,Washington County
410002301200,OR,45.500167000000005,-122.89198300000001,38900,2017-2018,1,41067,Washington County
410002301201,OR,45.502050000000004,-122.903371,38900,2017-2018,1,41067,Washington County
410002301202,OR,45.493527,-122.93230600000001,38900,2017-2018,1,41067,Washington County
410002301203,OR,45.417823,-122.91997900000001,38900,2017-2018,1,41067,Washington County
410002301242,OR,45.460249000000005,-122.99137400000001,38900,2017-2018,1,41067,Washington County
410002301243,OR,45.601662000000005,-123.00711000000001,38900,2017-2018,1,41067,Washington County
410002301248,OR,45.503945,-122.91520500000001,38900,2017-2018,1,41067,Washington County
410002301250,OR,45.509570000000004,-122.90312300000001,38900,2017-2018,1,41067,Washington County
410002301251,OR,45.528505,-122.96629,38900,2017-2018,1,41067,Washington County
410002301252,OR,45.494698,-122.95882700000001,38900,2017-2018,1,41067,Washington County
410002301253,OR,45.493139,-122.93397700000001,38900,2017-2018,1,41067,Washington County
410002301295,OR,45.506862,-122.895251,38900,2017-2018,1,41067,Washington County
410002301300,OR,45.558015000000005,-122.894045,38900,2017-2018,1,41067,Washington County
410002301305,OR,45.49716,-122.96335400000001,38900,2017-2018,1,41067,Washington County
410002301306,OR,45.541947,-122.99267900000001,38900,2017-2018,1,41067,Washington County
410002301322,OR,45.548203,-122.98475,38900,2017-2018,1,41067,Washington County
410002301373,OR,45.543783000000005,-122.98149400000001,38900,2017-2018,1,41067,Washington County
410002301499,OR,45.528411,-122.907577,38900,2017-2018,1,41067,Washington County
410002301500,OR,45.546186,-122.99262200000001,38900,2017-2018,1,41067,Washington County
410002301535,OR,45.511804000000005,-122.939508,38900,2017-2018,1,41067,Washington County
410002301585,OR,45.562525,-122.902589,38900,2017-2018,1,41067,Washington County
410002301749,OR,45.524129,-122.97730200000001,38900,2017-2018,1,41067,Washington County
410002301750,OR,45.491401,-122.914765,38900,2017-2018,1,41067,Washington County
410002301759,OR,45.53268,-122.90877300000001,38900,2017-2018,1,41067,Washington County
410002301764,OR,45.517398,-123.041859,38900,2017-2018,1,41067,Washington County
410002301824,OR,45.527349,-122.985453,38900,2017-2018,1,41067,Washington County
410002304174,OR,45.511876,-122.920985,38900,2017-2018,1,41067,Washington County
410004000176,OR,46.162497,-123.62300300000001,11820,2017-2018,2,41007,Clatsop County
410004000179,OR,46.162497,-123.62300300000001,11820,2017-2018,2,41007,Clatsop County
410004300490,OR,44.89303,-123.01025100000001,41420,2017-2018,1,41047,Marion County
410004300494,OR,45.156513000000004,-122.820598,41420,2017-2018,1,41047,Marion County
410004301404,OR,43.587979000000004,-119.07094900000001,N,2017-2018,0,41025,Harney County
410004301406,OR,42.43222,-123.30175100000001,24420,2017-2018,1,41033,Josephine County
410004301412,OR,43.957016,-124.11403700000001,21660,2017-2018,1,41039,Lane County
410004301413,OR,44.601426000000004,-123.09476300000001,10540,2017-2018,1,41043,Linn County
410004301476,OR,46.142987000000005,-123.90715700000001,11820,2017-2018,2,41007,Clatsop County
410004301477,OR,45.337429,-118.24155,29260,2017-2018,2,41061,Union County
410004301740,OR,45.425094,-123.79717400000001,N,2017-2018,0,41057,Tillamook County
410004301744,OR,44.601388,-123.094801,10540,2017-2018,1,41043,Linn County
410004700862,OR,45.499201,-119.82848100000001,25840,2017-2018,2,41049,Morrow County
410004801151,OR,45.625318,-121.22189200000001,45520,2017-2018,2,41065,Wasco County
410004801153,OR,45.682947,-121.400529,45520,2017-2018,2,41065,Wasco County
410004801155,OR,45.597480000000004,-121.19812800000001,45520,2017-2018,2,41065,Wasco County
410004801156,OR,45.586618,-121.173169,45520,2017-2018,2,41065,Wasco County
410004801158,OR,45.592342,-121.175886,45520,2017-2018,2,41065,Wasco County
410004801159,OR,45.5964,-121.188,45520,2017-2018,2,41065,Wasco County
410004801833,OR,45.62547,-121.22538600000001,45520,2017-2018,2,41065,Wasco County
410064000233,OR,43.060249,-124.13111400000001,18300,2017-2018,2,41011,Coos County
410064000234,OR,43.061134,-124.14302900000001,18300,2017-2018,2,41011,Coos County
410099000524,OR,42.169101000000005,-119.90011200000001,N,2017-2018,0,41037,Lake County
410102000755,OR,43.742267,-117.06995400000001,36620,2017-2018,2,41045,Malheur County
410102000756,OR,43.742296,-117.06862100000001,36620,2017-2018,2,41045,Malheur County
410112000017,OR,44.657068,-123.14825200000001,18700,2017-2018,1,41003,Benton County
410112000029,OR,44.651579,-123.11471300000001,18700,2017-2018,1,41003,Benton County
410112000031,OR,44.689318,-123.14465000000001,18700,2017-2018,1,41003,Benton County
410112000669,OR,44.630396000000005,-123.10675,10540,2017-2018,1,41043,Linn County
410112000670,OR,44.612709,-123.091881,10540,2017-2018,1,41043,Linn County
410112000671,OR,44.618993,-123.118317,10540,2017-2018,1,41043,Linn County
410112000672,OR,44.607978,-123.08592700000001,10540,2017-2018,1,41043,Linn County
410112000673,OR,44.622469,-123.09394300000001,10540,2017-2018,1,41043,Linn County
410112000674,OR,44.633597,-123.07007,10540,2017-2018,1,41043,Linn County
410112000675,OR,44.626843,-123.119212,10540,2017-2018,1,41043,Linn County
410112000676,OR,44.637436,-123.077432,10540,2017-2018,1,41043,Linn County
410112000680,OR,44.621188000000004,-123.078173,10540,2017-2018,1,41043,Linn County
410112000692,OR,44.538077,-123.10468800000001,10540,2017-2018,1,41043,Linn County
410112000725,OR,44.668547000000004,-123.03534300000001,10540,2017-2018,1,41043,Linn County
410112000732,OR,44.617588000000005,-123.09258500000001,10540,2017-2018,1,41043,Linn County
410112000733,OR,44.622987,-123.115103,10540,2017-2018,1,41043,Linn County
410112000734,OR,44.652345000000004,-123.111962,18700,2017-2018,1,41003,Benton County
410112000735,OR,44.622699000000004,-123.11723900000001,10540,2017-2018,1,41043,Linn County
410112000736,OR,44.607599,-123.07772100000001,10540,2017-2018,1,41043,Linn County
410112001577,OR,44.623843,-123.09429300000001,10540,2017-2018,1,41043,Linn County
410112001773,OR,44.647086,-123.041081,10540,2017-2018,1,41043,Linn County
410120000019,OR,44.38095,-123.59473100000001,18700,2017-2018,1,41003,Benton County
410120001502,OR,44.38095,-123.59473100000001,18700,2017-2018,1,41003,Benton County
410123001260,OR,45.122434,-123.20364900000001,38900,2017-2018,1,41071,Yamhill County
410123001263,OR,45.116203,-123.202729,38900,2017-2018,1,41071,Yamhill County
410123001320,OR,45.113533000000004,-123.205218,38900,2017-2018,1,41071,Yamhill County
410123001653,OR,45.064778000000004,-123.31986900000001,41420,2017-2018,1,41053,Polk County
410135000753,OR,44.236617,-116.987442,36620,2017-2018,2,41045,Malheur County
410147000343,OR,45.712229,-120.19994000000001,N,2017-2018,0,41021,Gilliam County
410150000759,OR,42.91335,-117.525959,36620,2017-2018,2,41045,Malheur County
410156000395,OR,42.175685,-122.670777,32780,2017-2018,1,41029,Jackson County
410156000397,OR,42.208981,-122.712828,32780,2017-2018,1,41029,Jackson County
410156000399,OR,42.188412,-122.68754100000001,32780,2017-2018,1,41029,Jackson County
410156000400,OR,42.192461,-122.687229,32780,2017-2018,1,41029,Jackson County
410156000401,OR,42.190937,-122.700252,32780,2017-2018,1,41029,Jackson County
410156001654,OR,42.192429000000004,-122.68724,32780,2017-2018,1,41029,Jackson County
410159000448,OR,44.735634000000005,-120.75621500000001,N,2017-2018,0,41031,Jefferson County
410162000152,OR,46.191765000000004,-123.803661,11820,2017-2018,2,41007,Clatsop County
410162000153,OR,46.179332,-123.83102500000001,11820,2017-2018,2,41007,Clatsop County
410162000155,OR,46.176344,-123.84888600000001,11820,2017-2018,2,41007,Clatsop County
410162000156,OR,46.147615,-123.842087,11820,2017-2018,2,41007,Clatsop County
410166001112,OR,45.808485000000005,-118.48465100000001,25840,2017-2018,2,41059,Umatilla County
410166001114,OR,45.812778,-118.42206,25840,2017-2018,2,41059,Umatilla County
410166001115,OR,45.810945000000004,-118.48599200000001,25840,2017-2018,2,41059,Umatilla County
410171000001,OR,44.777588,-117.83482300000001,N,2017-2018,0,41001,Baker County
410171000002,OR,44.777394,-117.821342,N,2017-2018,0,41001,Baker County
410171000007,OR,44.770542,-117.83365900000001,N,2017-2018,0,41001,Baker County
410171000009,OR,44.787007,-117.83727400000001,N,2017-2018,0,41001,Baker County
410171000030,OR,44.914117000000005,-117.934246,N,2017-2018,0,41001,Baker County
410171000034,OR,44.874665,-117.590761,N,2017-2018,0,41001,Baker County
410171001516,OR,44.783972,-117.838192,N,2017-2018,0,41001,Baker County
410171001767,OR,44.784078,-117.838273,N,2017-2018,0,41001,Baker County
410171001783,OR,44.783972,-117.838192,N,2017-2018,0,41001,Baker County
410174000013,OR,44.439832,-118.191939,N,2017-2018,0,41001,Baker County
410180000235,OR,43.115664,-124.41937600000001,18300,2017-2018,2,41011,Coos County
410180000236,OR,43.114422000000005,-124.41667500000001,18300,2017-2018,2,41011,Coos County
410180000237,OR,43.115589,-124.42043500000001,18300,2017-2018,2,41011,Coos County
410183001176,OR,45.611647000000005,-123.113392,38900,2017-2018,1,41067,Washington County
410183001179,OR,45.614125,-123.11369900000001,38900,2017-2018,1,41067,Washington County
410183001180,OR,45.615275000000004,-123.11257300000001,38900,2017-2018,1,41067,Washington County
410192000210,OR,45.44513,-122.8435,38900,2017-2018,1,41067,Washington County
410192000213,OR,45.494602,-122.793862,38900,2017-2018,1,41067,Washington County
410192000220,OR,45.506122000000005,-122.848195,38900,2017-2018,1,41067,Washington County
410192000536,OR,45.52711,-122.87002100000001,38900,2017-2018,1,41067,Washington County
410192000552,OR,45.446742,-122.802947,38900,2017-2018,1,41067,Washington County
410192000554,OR,45.550262000000004,-122.865842,38900,2017-2018,1,41067,Washington County
410192001204,OR,45.483965000000005,-122.85382000000001,38900,2017-2018,1,41067,Washington County
410192001205,OR,45.506263000000004,-122.818396,38900,2017-2018,1,41067,Washington County
410192001206,OR,45.50441,-122.852956,38900,2017-2018,1,41067,Washington County
410192001207,OR,45.54298,-122.85794700000001,38900,2017-2018,1,41067,Washington County
410192001210,OR,45.526965000000004,-122.782587,38900,2017-2018,1,41067,Washington County
410192001211,OR,45.475914,-122.83726300000001,38900,2017-2018,1,41067,Washington County
410192001212,OR,45.464608,-122.850746,38900,2017-2018,1,41067,Washington County
410192001213,OR,45.473755000000004,-122.818284,38900,2017-2018,1,41067,Washington County
410192001215,OR,45.4692,-122.8832,38900,2017-2018,1,41067,Washington County
410192001216,OR,45.454059,-122.819316,38900,2017-2018,1,41067,Washington County
410192001217,OR,45.4901,-122.876311,38900,2017-2018,1,41067,Washington County
410192001219,OR,45.465576,-122.778512,38900,2017-2018,1,41067,Washington County
410192001220,OR,45.530136,-122.86673400000001,38900,2017-2018,1,41067,Washington County
410192001222,OR,45.47591,-122.752267,38900,2017-2018,1,41067,Washington County
410192001223,OR,45.538769,-122.83602,38900,2017-2018,1,41067,Washington County
410192001224,OR,45.482432,-122.75834400000001,38900,2017-2018,1,41067,Washington County
410192001225,OR,45.493449,-122.75637800000001,38900,2017-2018,1,41067,Washington County
410192001226,OR,45.502529,-122.780443,38900,2017-2018,1,41067,Washington County
410192001227,OR,45.549195000000005,-122.868671,38900,2017-2018,1,41067,Washington County
410192001229,OR,45.533135,-122.82003200000001,38900,2017-2018,1,41067,Washington County
410192001230,OR,45.468806,-122.79390000000001,38900,2017-2018,1,41067,Washington County
410192001231,OR,45.515213,-122.76677500000001,38900,2017-2018,1,41067,Washington County
410192001232,OR,45.50157,-122.80010000000001,38900,2017-2018,1,41067,Washington County
410192001233,OR,45.506148,-122.79143300000001,38900,2017-2018,1,41067,Washington County
410192001234,OR,45.530545000000004,-122.85323700000001,38900,2017-2018,1,41067,Washington County
410192001235,OR,45.515238000000004,-122.823519,38900,2017-2018,1,41067,Washington County
410192001236,OR,45.479317,-122.855952,38900,2017-2018,1,41067,Washington County
410192001237,OR,45.468878000000004,-122.818515,38900,2017-2018,1,41067,Washington County
410192001238,OR,45.463156000000005,-122.78203500000001,38900,2017-2018,1,41067,Washington County
410192001239,OR,45.484590000000004,-122.86891100000001,38900,2017-2018,1,41067,Washington County
410192001240,OR,45.485711,-122.810721,38900,2017-2018,1,41067,Washington County
410192001241,OR,45.527958,-122.81990300000001,38900,2017-2018,1,41067,Washington County
410192001262,OR,45.549716000000004,-122.811514,38900,2017-2018,1,41067,Washington County
410192001289,OR,45.453658000000004,-122.80188100000001,38900,2017-2018,1,41067,Washington County
410192001301,OR,45.466279,-122.863217,38900,2017-2018,1,41067,Washington County
410192001321,OR,45.515729,-122.851623,38900,2017-2018,1,41067,Washington County
410192001430,OR,45.430457000000004,-122.84515700000001,38900,2017-2018,1,41067,Washington County
410192001431,OR,45.557289000000004,-122.822574,38900,2017-2018,1,41067,Washington County
410192001432,OR,45.450168000000005,-122.80757500000001,38900,2017-2018,1,41067,Washington County
410192001445,OR,45.560213000000005,-122.823142,38900,2017-2018,1,41067,Washington County
410192001647,OR,45.490535,-122.860032,38900,2017-2018,1,41067,Washington County
410192001745,OR,45.526696,-122.86913200000001,38900,2017-2018,1,41067,Washington County
410192001753,OR,45.5396,-122.79746100000001,38900,2017-2018,1,41067,Washington County
410192001779,OR,45.568445000000004,-122.85070300000001,38900,2017-2018,1,41067,Washington County
410192001791,OR,45.476084,-122.81852,38900,2017-2018,1,41067,Washington County
410192001823,OR,45.49451,-122.78389100000001,38900,2017-2018,1,41067,Washington County
410192001855,OR,45.427315,-122.85527800000001,38900,2017-2018,1,41067,Washington County
410192001856,OR,45.575573,-122.837856,38900,2017-2018,1,41067,Washington County
410192011348,OR,45.459412,-122.83754200000001,38900,2017-2018,1,41067,Washington County
410198000245,OR,44.014441000000005,-121.34534500000001,13460,2017-2018,1,41017,Deschutes County
410198000258,OR,44.050534,-121.28667800000001,13460,2017-2018,1,41017,Deschutes County
410198000259,OR,44.037152,-121.33999000000001,13460,2017-2018,1,41017,Deschutes County
410198000262,OR,43.675779,-121.50652500000001,13460,2017-2018,1,41017,Deschutes County
410198000263,OR,44.01551,-121.26225000000001,13460,2017-2018,1,41017,Deschutes County
410198000264,OR,43.676302,-121.508345,13460,2017-2018,1,41017,Deschutes County
410198000265,OR,44.063816,-121.28797700000001,13460,2017-2018,1,41017,Deschutes County
410198000266,OR,44.021516,-121.29756900000001,13460,2017-2018,1,41017,Deschutes County
410198000268,OR,44.064692,-121.28442000000001,13460,2017-2018,1,41017,Deschutes County
410198000270,OR,44.052255,-121.29588500000001,13460,2017-2018,1,41017,Deschutes County
410198000271,OR,44.077373,-121.26552600000001,13460,2017-2018,1,41017,Deschutes County
410198000272,OR,43.679457,-121.506978,13460,2017-2018,1,41017,Deschutes County
410198000546,OR,44.106749,-121.28207300000001,13460,2017-2018,1,41017,Deschutes County
410198000607,OR,44.055288000000004,-121.31792100000001,13460,2017-2018,1,41017,Deschutes County
410198000688,OR,44.06237,-121.29956700000001,13460,2017-2018,1,41017,Deschutes County
410198001290,OR,44.072265,-121.242085,13460,2017-2018,1,41017,Deschutes County
410198001350,OR,43.867896,-121.43366400000001,13460,2017-2018,1,41017,Deschutes County
410198001436,OR,44.094096,-121.31363700000001,13460,2017-2018,1,41017,Deschutes County
410198001438,OR,44.062026,-121.32268800000001,13460,2017-2018,1,41017,Deschutes County
410198001451,OR,44.057741,-121.36205700000001,13460,2017-2018,1,41017,Deschutes County
410198001454,OR,44.06022,-121.329396,13460,2017-2018,1,41017,Deschutes County
410198001487,OR,44.061597,-121.352772,13460,2017-2018,1,41017,Deschutes County
410198001488,OR,44.107144,-121.28010900000001,13460,2017-2018,1,41017,Deschutes County
410198001576,OR,44.023456,-121.331325,13460,2017-2018,1,41017,Deschutes County
410198001603,OR,44.071816,-121.275411,13460,2017-2018,1,41017,Deschutes County
410198001747,OR,44.092844,-121.272445,13460,2017-2018,1,41017,Deschutes County
410198001758,OR,44.053811,-121.36775,13460,2017-2018,1,41017,Deschutes County
410198001794,OR,43.70212,-121.48759100000001,13460,2017-2018,1,41017,Deschutes County
410198001839,OR,44.054801000000005,-121.364857,13460,2017-2018,1,41017,Deschutes County
410198001844,OR,44.034442,-121.29504200000001,13460,2017-2018,1,41017,Deschutes County
410198001845,OR,44.087892000000004,-121.30840800000001,13460,2017-2018,1,41017,Deschutes County
410198001860,OR,44.084359,-121.303453,13460,2017-2018,1,41017,Deschutes County
410204000616,OR,44.083588,-123.17502300000001,21660,2017-2018,1,41039,Lane County
410204000617,OR,44.076772,-123.179878,21660,2017-2018,1,41039,Lane County
410204000618,OR,44.070763,-123.150034,21660,2017-2018,1,41039,Lane County
410204000619,OR,44.110797000000005,-123.15237200000001,21660,2017-2018,1,41039,Lane County
410204000620,OR,44.077125,-123.16160400000001,21660,2017-2018,1,41039,Lane County
410204000621,OR,44.078793000000005,-123.166655,21660,2017-2018,1,41039,Lane County
410204000622,OR,44.083676000000004,-123.17694200000001,21660,2017-2018,1,41039,Lane County
410204000623,OR,44.081732,-123.16672200000001,21660,2017-2018,1,41039,Lane County
410204001391,OR,44.082185,-123.20146500000001,21660,2017-2018,1,41039,Lane County
410204004178,OR,44.073915,-123.18922,21660,2017-2018,1,41039,Lane County
410204004179,OR,44.071082000000004,-123.19017600000001,21660,2017-2018,1,41039,Lane County
410216000641,OR,44.195112,-123.54557700000001,21660,2017-2018,1,41039,Lane County
410219000449,OR,44.459771,-121.649162,N,2017-2018,0,41031,Jefferson County
410231000253,OR,42.056356,-124.28129200000001,15060,2017-2018,2,41015,Curry County
410231000254,OR,42.059114,-124.28263100000001,15060,2017-2018,2,41015,Curry County
410231000255,OR,42.057836,-124.28000600000001,15060,2017-2018,2,41015,Curry County
410249000361,OR,43.592484,-119.060912,N,2017-2018,0,41025,Harney County
410249000363,OR,43.563214,-119.08764400000001,N,2017-2018,0,41025,Harney County
410249000379,OR,43.575759000000005,-119.074672,N,2017-2018,0,41025,Harney County
410249001520,OR,43.590270000000004,-119.057927,N,2017-2018,0,41025,Harney County
410258000426,OR,42.54122,-122.56482100000001,32780,2017-2018,1,41029,Jackson County
410261000315,OR,43.03421,-123.675751,40700,2017-2018,2,41019,Douglas County
410264000100,OR,45.270744,-122.57132700000001,38900,2017-2018,1,41005,Clackamas County
410264000130,OR,45.265269,-122.69827300000001,38900,2017-2018,1,41005,Clackamas County
410264000132,OR,45.264143000000004,-122.70169100000001,38900,2017-2018,1,41005,Clackamas County
410264000135,OR,45.176773000000004,-122.74737400000001,38900,2017-2018,1,41005,Clackamas County
410264000148,OR,45.25707,-122.698614,38900,2017-2018,1,41005,Clackamas County
410264000165,OR,45.256774,-122.67511300000001,38900,2017-2018,1,41005,Clackamas County
410264001651,OR,45.257598,-122.67025600000001,38900,2017-2018,1,41005,Clackamas County
410264001659,OR,45.254421,-122.685624,38900,2017-2018,1,41005,Clackamas County
410278000767,OR,44.848741000000004,-122.8756,41420,2017-2018,1,41047,Marion County
410278000835,OR,44.84293,-122.947511,41420,2017-2018,1,41047,Marion County
410278000851,OR,44.814393,-122.969898,41420,2017-2018,1,41047,Marion County
410278000855,OR,44.808146,-122.91651200000001,41420,2017-2018,1,41047,Marion County
410278000856,OR,44.808193,-122.914561,41420,2017-2018,1,41047,Marion County
410278001854,OR,44.78866,-122.875286,41420,2017-2018,1,41047,Marion County
410280001012,OR,45.501489,-122.477473,38900,2017-2018,1,41051,Multnomah County
410280001013,OR,45.501502,-122.47934000000001,38900,2017-2018,1,41051,Multnomah County
410280001015,OR,45.51503,-122.499941,38900,2017-2018,1,41051,Multnomah County
410280001016,OR,45.515057,-122.50024900000001,38900,2017-2018,1,41051,Multnomah County
410280001017,OR,45.511453,-122.48824,38900,2017-2018,1,41051,Multnomah County
410280001018,OR,45.496285,-122.48584400000001,38900,2017-2018,1,41051,Multnomah County
410280001019,OR,45.464657,-122.479703,38900,2017-2018,1,41051,Multnomah County
410280001020,OR,45.496213000000004,-122.47800900000001,38900,2017-2018,1,41051,Multnomah County
410280001221,OR,45.512985,-122.48013,38900,2017-2018,1,41051,Multnomah County
410280001574,OR,45.472836,-122.45872100000001,38900,2017-2018,1,41051,Multnomah County
410284001054,OR,44.852551,-123.189413,41420,2017-2018,1,41053,Polk County
410284001055,OR,44.85261,-123.22457800000001,41420,2017-2018,1,41053,Polk County
410284001057,OR,44.855049,-123.21088100000001,41420,2017-2018,1,41053,Polk County
410284001058,OR,44.852086,-123.210068,41420,2017-2018,1,41053,Polk County
410284001461,OR,44.861775,-123.212372,41420,2017-2018,1,41053,Polk County
410291000475,OR,44.38747,-123.111276,10540,2017-2018,1,41043,Linn County
410291000729,OR,44.390303,-123.08768500000001,10540,2017-2018,1,41043,Linn County
410294000402,OR,42.371608,-122.91262800000001,32780,2017-2018,1,41029,Jackson County
410294000403,OR,42.37963,-122.909046,32780,2017-2018,1,41029,Jackson County
410294000404,OR,42.432638000000004,-123.06286300000001,32780,2017-2018,1,41029,Jackson County
410294000405,OR,42.373054,-122.921429,32780,2017-2018,1,41029,Jackson County
410294000406,OR,42.493545000000005,-122.935799,32780,2017-2018,1,41029,Jackson County
410294000407,OR,42.434422000000005,-123.055018,32780,2017-2018,1,41029,Jackson County
410294000408,OR,42.386439,-122.922166,32780,2017-2018,1,41029,Jackson County
410294001720,OR,42.380139,-122.92169700000001,32780,2017-2018,1,41029,Jackson County
410294001728,OR,42.38018,-122.92163400000001,32780,2017-2018,1,41029,Jackson County
410294001739,OR,42.38019,-122.92164600000001,32780,2017-2018,1,41029,Jackson County
410326000173,OR,46.099037,-123.20699900000001,38900,2017-2018,1,41009,Columbia County
410326000178,OR,46.100923,-123.21132600000001,38900,2017-2018,1,41009,Columbia County
410326500181,OR,46.091684,-122.988354,38900,2017-2018,1,41009,Columbia County
410326500184,OR,46.092142,-122.989788,38900,2017-2018,1,41009,Columbia County
410326501670,OR,46.091522000000005,-122.98903800000001,38900,2017-2018,1,41009,Columbia County
410327000109,OR,45.165792,-122.41725000000001,38900,2017-2018,1,41005,Clackamas County
410327000110,OR,45.170361,-122.43823200000001,38900,2017-2018,1,41005,Clackamas County
410327001343,OR,45.165564,-122.42304800000001,38900,2017-2018,1,41005,Clackamas County
410333000345,OR,45.23566,-120.18199200000001,N,2017-2018,0,41021,Gilliam County
410333000346,OR,45.23178,-120.182602,N,2017-2018,0,41021,Gilliam County
410339000200,OR,43.187142,-124.182946,18300,2017-2018,2,41011,Coos County
410339000202,OR,43.185884,-124.19432200000001,18300,2017-2018,2,41011,Coos County
410339001589,OR,43.184685,-124.18757400000001,18300,2017-2018,2,41011,Coos County
410339001804,OR,43.175716,-124.18655600000001,18300,2017-2018,2,41011,Coos County
410342001729,OR,45.530096,-122.29517600000001,38900,2017-2018,1,41051,Multnomah County
410348000032,OR,44.551559000000005,-123.288234,18700,2017-2018,1,41003,Benton County
410348000033,OR,44.601113000000005,-123.23730200000001,18700,2017-2018,1,41003,Benton County
410348000037,OR,44.583639000000005,-123.264846,18700,2017-2018,1,41003,Benton County
410348000040,OR,44.592594,-123.29341600000001,18700,2017-2018,1,41003,Benton County
410348000042,OR,44.585930000000005,-123.280433,18700,2017-2018,1,41003,Benton County
410348000043,OR,44.544891,-123.26475,18700,2017-2018,1,41003,Benton County
410348000044,OR,44.628077000000005,-123.23916600000001,18700,2017-2018,1,41003,Benton County
410348000045,OR,44.586343,-123.263981,18700,2017-2018,1,41003,Benton County
410348000046,OR,44.595247,-123.25668,18700,2017-2018,1,41003,Benton County
410348000047,OR,44.575566,-123.26841300000001,18700,2017-2018,1,41003,Benton County
410348000048,OR,44.615759000000004,-123.263727,18700,2017-2018,1,41003,Benton County
410348000570,OR,44.575483,-123.26870400000001,18700,2017-2018,1,41003,Benton County
410348001743,OR,44.45982,-123.33783100000001,18700,2017-2018,1,41003,Benton County
410354001139,OR,45.296457000000004,-117.809002,29260,2017-2018,2,41061,Union County
410360000365,OR,43.416918,-118.57563400000001,N,2017-2018,0,41025,Harney County
410363000378,OR,43.416918,-118.57563400000001,N,2017-2018,0,41025,Harney County
410366000204,OR,43.365453,-124.22314600000001,18300,2017-2018,2,41011,Coos County
410366000211,OR,43.387768,-124.272878,18300,2017-2018,2,41011,Coos County
410366000214,OR,43.366214,-124.19704800000001,18300,2017-2018,2,41011,Coos County
410366000215,OR,43.389552,-124.27335400000001,18300,2017-2018,2,41011,Coos County
410366000216,OR,43.360478,-124.22135700000001,18300,2017-2018,2,41011,Coos County
410366001486,OR,43.362031,-124.21950500000001,18300,2017-2018,2,41011,Coos County
410366001602,OR,43.362005,-124.219497,18300,2017-2018,2,41011,Coos County
410366004188,OR,43.3524,-124.20062100000001,18300,2017-2018,2,41011,Coos County
410369000604,OR,43.920495,-123.028643,21660,2017-2018,1,41039,Lane County
410369000605,OR,43.917383,-123.02669300000001,21660,2017-2018,1,41039,Lane County
410369000606,OR,43.924441,-123.02870200000001,21660,2017-2018,1,41039,Lane County
410372000238,OR,44.299484,-120.829789,39260,2017-2018,2,41013,Crook County
410372000241,OR,44.132032,-119.96682600000001,39260,2017-2018,2,41013,Crook County
410372000242,OR,44.247116,-121.017232,39260,2017-2018,2,41013,Crook County
410372000243,OR,44.301003,-120.83358600000001,39260,2017-2018,2,41013,Crook County
410372000244,OR,44.292772,-120.833099,39260,2017-2018,2,41013,Crook County
410372001682,OR,44.30201,-120.83977100000001,39260,2017-2018,2,41013,Crook County
410372001840,OR,44.308547000000004,-120.82436600000001,39260,2017-2018,2,41013,Crook County
410372001841,OR,43.813663,-120.60362900000001,13460,2017-2018,1,41017,Deschutes County
410378000624,OR,43.990225,-123.33668600000001,21660,2017-2018,1,41039,Lane County
410378000627,OR,43.986756,-123.31919,21660,2017-2018,1,41039,Lane County
410384000119,OR,44.522066,-121.211905,N,2017-2018,0,41031,Jefferson County
410384000446,OR,44.523191000000004,-121.212494,N,2017-2018,0,41031,Jefferson County
410384000447,OR,44.521841,-121.21356700000001,N,2017-2018,0,41031,Jefferson County
410386001043,OR,44.928454,-123.32055100000001,41420,2017-2018,1,41053,Polk County
410386001044,OR,44.916171,-123.337772,41420,2017-2018,1,41053,Polk County
410386001045,OR,44.745207,-123.446554,41420,2017-2018,1,41053,Polk County
410386001047,OR,44.91742,-123.298027,41420,2017-2018,1,41053,Polk County
410386001049,OR,44.923024000000005,-123.301006,41420,2017-2018,1,41053,Polk County
410386001050,OR,44.916646,-123.30368600000001,41420,2017-2018,1,41053,Polk County
410386001835,OR,44.91563,-123.32718100000001,41420,2017-2018,1,41053,Polk County
410394001025,OR,45.508856,-122.55576500000001,38900,2017-2018,1,41051,Multnomah County
410394001027,OR,45.517595,-122.55195400000001,38900,2017-2018,1,41051,Multnomah County
410394001028,OR,45.479586000000005,-122.53424000000001,38900,2017-2018,1,41051,Multnomah County
